"22.04 10:54:07,875|" start hat status: 
"22.04 10:55:08,294|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:08,514|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:08,748|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:08,810|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:08,887|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:09,231|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:09,387|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:09,730|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,151|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,214|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,729|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,760|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,854|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,870|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,885|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:10,931|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,056|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,072|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,088|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,135|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,165|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,181|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,260|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:11,992|" loop_leser hat status: Empfagene Nummer: 1084, Msg: 1084te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:12,804|" loop_leser hat status: Empfagene Nummer: 1097, Msg: 1097te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:12,835|" loop_leser hat status: Empfagene Nummer: 1097, Msg: 1097te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:13,334|" loop_leser hat status: Empfagene Nummer: 1110, Msg: 1110te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:13,552|" loop_leser hat status: Empfagene Nummer: 1116, Msg: 1116te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:13,631|" loop_leser hat status: Empfagene Nummer: 1116, Msg: 1116te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:13,661|" loop_leser hat status: Empfagene Nummer: 1116, Msg: 1116te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:13,990|" loop_leser hat status: Empfagene Nummer: 1152, Msg: 1152te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:14,177|" loop_leser hat status: Empfagene Nummer: 1152, Msg: 1152te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:14,815|" loop_leser hat status: Empfagene Nummer: 1152, Msg: 1152te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,097|" loop_leser hat status: Empfagene Nummer: 1152, Msg: 1152te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,143|" loop_leser hat status: Empfagene Nummer: 1152, Msg: 1152te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,425|" loop_leser hat status: Empfagene Nummer: 1166, Msg: 1166te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,503|" loop_leser hat status: Empfagene Nummer: 1166, Msg: 1166te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,689|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,737|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,814|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:15,862|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,018|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,048|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,080|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,111|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,157|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,205|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:16,298|" loop_leser hat status: Empfagene Nummer: 1178, Msg: 1178te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:17,624|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:17,952|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:17,999|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:18,607|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:18,810|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:18,903|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:18,950|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:19,294|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:19,355|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,026|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,074|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,136|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,526|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,542|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,665|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,713|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,729|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,776|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,915|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,947|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,963|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:20,994|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:21,010|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:21,056|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:21,088|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:22,367|" loop_leser hat status: Empfagene Nummer: 1380, Msg: 1380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:22,819|" loop_leser hat status: Empfagene Nummer: 1395, Msg: 1395te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:22,882|" loop_leser hat status: Empfagene Nummer: 1395, Msg: 1395te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:23,536|" loop_leser hat status: Empfagene Nummer: 1410, Msg: Error Nachricht zum Lücke von 1410 bis 1410 zu füllen. 
"22.04 10:55:23,693|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:23,770|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:23,849|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:24,129|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:24,191|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,206|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,253|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,362|" loop_leser hat status: Empfagene Nummer: 1451, Msg: 1451te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,657|" loop_leser hat status: Empfagene Nummer: 1463, Msg: 1463te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,798|" loop_leser hat status: Empfagene Nummer: 1465, Msg: 1465te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,861|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,923|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:25,986|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,048|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,500|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,548|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,562|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,593|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,625|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,657|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:26,672|" loop_leser hat status: Empfagene Nummer: 1478, Msg: 1478te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:28,044|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:28,919|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:28,966|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:29,714|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:29,839|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:29,933|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:29,995|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:30,260|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:30,306|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,117|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,149|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,290|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,633|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,726|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,805|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,819|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,898|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:31,960|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,086|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,117|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,147|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,163|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,179|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,195|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:32,491|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:33,379|" loop_leser hat status: Empfagene Nummer: 1681, Msg: 1681te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:33,613|" loop_leser hat status: Empfagene Nummer: 1696, Msg: 1696te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:33,661|" loop_leser hat status: Empfagene Nummer: 1696, Msg: 1696te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,004|" loop_leser hat status: Empfagene Nummer: 1710, Msg: 1710te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,223|" loop_leser hat status: Empfagene Nummer: 1716, Msg: 1716te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,441|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,550|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,738|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:34,753|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:35,627|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:35,657|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:35,766|" loop_leser hat status: Empfagene Nummer: 1754, Msg: 1754te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,125|" loop_leser hat status: Empfagene Nummer: 1765, Msg: 1765te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,234|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,298|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,312|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,750|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,827|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,937|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:36,968|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:37,014|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:37,046|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:37,062|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:37,093|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:37,187|" loop_leser hat status: Empfagene Nummer: 1783, Msg: 1783te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:39,121|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:39,667|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:39,745|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,229|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,306|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,399|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,524|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,712|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:40,744|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:41,617|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:41,694|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:41,710|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,444|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,491|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,522|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,538|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,631|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,663|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,725|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,756|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,786|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,802|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,819|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,834|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:42,897|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:44,722|" loop_leser hat status: Empfagene Nummer: 1980, Msg: 1980te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:44,925|" loop_leser hat status: Empfagene Nummer: 1996, Msg: 1996te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:45,002|" loop_leser hat status: Empfagene Nummer: 1996, Msg: 1996te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:45,502|" loop_leser hat status: Empfagene Nummer: 2009, Msg: 2009te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:45,548|" loop_leser hat status: Empfagene Nummer: 2011, Msg: 2011te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:45,720|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:45,798|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,000|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,032|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,718|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,734|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,734|" loop_leser hat status: Empfagene Nummer: 2057, Msg: 2057te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:46,843|" loop_leser hat status: Empfagene Nummer: 2065, Msg: 2065te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,109|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,155|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,187|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,374|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,435|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,530|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,544|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,608|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,717|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,778|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,794|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:47,857|" loop_leser hat status: Empfagene Nummer: 2082, Msg: 2082te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:49,199|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:49,464|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:49,527|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
